project,repeat,metric,NB,XGBoost_ablation,XGBoost_proposed
tensorflow,2,f1,0.5973873327158326,0.7992509299822901,0.8125786163522013
tensorflow,3,f1,0.5797357168615733,0.7825724411090265,0.7972789115646258
tensorflow,4,f1,0.5807179435177204,0.822454653779955,0.8122297358515431
tensorflow,5,f1,0.5417858106285406,0.8287356321839081,0.8373007206813714
tensorflow,6,f1,0.5753462879920279,0.813633520950594,0.8107061680595287
tensorflow,7,f1,0.59076831176589,0.7803439803439803,0.7910349024900108
tensorflow,8,f1,0.5702149517938991,0.8068263665867319,0.7901391165399599
tensorflow,9,f1,0.546334173904922,0.805846976277982,0.8029798892048154
tensorflow,10,f1,0.5499443590694717,0.8567597652297105,0.8570638411878073
tensorflow,11,f1,0.5492535358826611,0.8402045142785883,0.846189353184561
tensorflow,12,f1,0.5761024182076814,0.8372500992982921,0.8269568153925986
tensorflow,13,f1,0.5527231143088579,0.8431028431028431,0.829164060871378
tensorflow,14,f1,0.5928633831702738,0.8097602496808058,0.8127423279527244
tensorflow,15,f1,0.5642589855664917,0.7964480874316939,0.7992509299822901
tensorflow,16,f1,0.5567075369635773,0.7931729887817015,0.8087825745340259
tensorflow,17,f1,0.5785168195718654,0.7564032697547685,0.8030427734131438
tensorflow,18,f1,0.5722597923048764,0.8020776566757493,0.7868528610354224
tensorflow,19,f1,0.5381007895712999,0.7853681959055393,0.772074773785963
tensorflow,20,f1,0.5300724838156365,0.7803439803439803,0.7853681959055393
tensorflow,21,f1,0.540279152959213,0.7819792067770504,0.7803439803439803
tensorflow,22,f1,0.5328861328210551,0.8416112834783811,0.8369293308317698
tensorflow,23,f1,0.5965730165635369,0.8154925701706109,0.8165873674101881
tensorflow,24,f1,0.5719210879141927,0.8416818457802064,0.8266039263307023
tensorflow,25,f1,0.5634310865715179,0.7871584499304081,0.8097602496808058
tensorflow,26,f1,0.5414284428712841,0.8038785538785539,0.8321969531625125
tensorflow,27,f1,0.5651519189765458,0.7981029810298103,0.788909127706942
tensorflow,28,f1,0.5221652671165834,0.8117170903230533,0.8218607347293674
tensorflow,29,f1,0.5476092534916065,0.8462438084755091,0.8357166722352155
tensorflow,0,auc,0.5691656828020464,0.8168044077134986,0.8392365210547029
tensorflow,1,auc,0.5825462416371507,0.8067197953561589,0.8383018496654859
tensorflow,2,auc,0.6456611570247934,0.7897481306572216,0.7998327430145612
tensorflow,3,auc,0.62047422274695,0.7673160173160174,0.7851731601731602
tensorflow,4,auc,0.6268693427784336,0.8195100354191263,0.8108028335301063
tensorflow,5,auc,0.5618850846123573,0.8378099173553719,0.8419421487603306
tensorflow,6,auc,0.6063065722156632,0.7966351829988193,0.7952577725304998
tensorflow,7,auc,0.6319362455726092,0.762741046831956,0.7714482487209761
tensorflow,8,auc,0.6021743408107044,0.7970779220779222,0.7888134592680047
tensorflow,9,auc,0.5879083038173947,0.8002754820936638,0.7879279811097993
tensorflow,10,auc,0.5756099960645416,0.8470090515545061,0.8392365210547029
tensorflow,11,auc,0.5774301456119637,0.835547028728847,0.8383018496654859
tensorflow,12,auc,0.609504132231405,0.8341696182605274,0.8254624163715074
tensorflow,13,auc,0.5733471074380165,0.82137937819756,0.8112947658402203
tensorflow,14,auc,0.6511216056670602,0.7874852420306966,0.7888626524990162
tensorflow,15,auc,0.6080775285320739,0.788370720188902,0.7897481306572216
tensorflow,16,auc,0.5911550570641481,0.7760232192050375,0.7906828020464384
tensorflow,17,auc,0.6222943722943725,0.7471467926013381,0.7988980716253443
tensorflow,18,auc,0.6117670208579299,0.7911255411255411,0.7764659582841401
tensorflow,19,auc,0.5609504132231405,0.7686934277843369,0.7586088154269973
tensorflow,20,auc,0.5435852026761118,0.762741046831956,0.7686934277843369
tensorflow,21,auc,0.5723632428177884,0.7705135773317592,0.762741046831956
tensorflow,22,auc,0.5686737504919324,0.8245769382133019,0.8186245572609209
tensorflow,23,auc,0.6392660369933097,0.8012101534828807,0.7980125934671389
tensorflow,24,auc,0.603551751279024,0.8323494687131051,0.8176898858717041
tensorflow,25,auc,0.5966646989374262,0.7591007477371113,0.7874852420306966
tensorflow,26,auc,0.5951889020070839,0.7847304210940574,0.8126721763085399
tensorflow,27,auc,0.5930243998425817,0.7819756001574184,0.7810409287682014
tensorflow,28,auc,0.5471763085399449,0.781090121999213,0.7929948839039748
tensorflow,29,auc,0.5760527351436442,0.8305293191656827,0.8295946477764661
tensorflow,0,time,0.04400491714477539,2.2251062393188477,2.6069681644439697
tensorflow,1,time,0.04215502738952637,2.160454034805298,2.4328739643096924
tensorflow,2,time,0.03406500816345215,2.2478461265563965,2.5558602809906006
tensorflow,3,time,0.04452800750732422,2.532371997833252,3.045001983642578
tensorflow,4,time,0.05010509490966797,2.152667760848999,2.774096727371216
tensorflow,5,time,0.04258990287780762,2.08650803565979,2.6852500438690186
tensorflow,6,time,0.042801856994628906,2.4624760150909424,2.311607837677002
tensorflow,7,time,0.04401373863220215,1.9973289966583252,2.284018039703369
tensorflow,8,time,0.0303802490234375,2.2048840522766113,2.3796939849853516
tensorflow,9,time,0.04388308525085449,1.9247901439666748,2.2848331928253174
tensorflow,10,time,0.03585529327392578,2.544508218765259,2.5611159801483154
tensorflow,11,time,0.043875932693481445,2.5050480365753174,3.3472070693969727
tensorflow,12,time,0.05771017074584961,2.9843971729278564,2.8078877925872803
tensorflow,13,time,0.04608321189880371,2.3763298988342285,2.347196340560913
tensorflow,14,time,0.03965282440185547,2.011939764022827,2.4527761936187744
tensorflow,15,time,0.042958974838256836,2.6534998416900635,2.350527048110962
tensorflow,16,time,0.043824195861816406,2.1865060329437256,2.5553269386291504
tensorflow,17,time,0.0414271354675293,2.074937105178833,2.4685542583465576
tensorflow,18,time,0.0489349365234375,2.2617101669311523,2.3841469287872314
tensorflow,19,time,0.03928184509277344,2.2125539779663086,2.562748908996582
tensorflow,20,time,0.0419619083404541,2.171628952026367,2.4698708057403564
tensorflow,21,time,0.040756940841674805,1.9648041725158691,2.3354220390319824
tensorflow,22,time,0.04555988311767578,2.2339940071105957,2.5909550189971924
tensorflow,23,time,0.04049372673034668,2.1973068714141846,2.364158868789673
tensorflow,24,time,0.040403127670288086,2.1489951610565186,2.4705209732055664
tensorflow,25,time,0.041507720947265625,2.329638957977295,2.5364630222320557
tensorflow,26,time,0.03924202919006348,2.1241650581359863,2.4241831302642822
tensorflow,27,time,0.042327880859375,1.9501848220825195,2.281355857849121
tensorflow,28,time,0.04316401481628418,2.1165130138397217,2.8347079753875732
tensorflow,29,time,0.044669151306152344,2.2138748168945312,2.41157603263855
keras,0,acc,0.7164179104477612,0.8557213930348259,0.8656716417910447
keras,1,acc,0.7412935323383084,0.8507462686567164,0.8059701492537313
keras,2,acc,0.736318407960199,0.8656716417910447,0.8507462686567164
keras,3,acc,0.7512437810945274,0.8756218905472637,0.845771144278607
keras,4,acc,0.736318407960199,0.8656716417910447,0.8308457711442786
keras,5,acc,0.736318407960199,0.835820895522388,0.8407960199004975
keras,6,acc,0.736318407960199,0.8606965174129353,0.8507462686567164
keras,7,acc,0.746268656716418,0.8706467661691543,0.8656716417910447
keras,8,acc,0.7562189054726368,0.9054726368159204,0.8955223880597015
keras,9,acc,0.7860696517412935,0.835820895522388,0.8407960199004975
keras,10,acc,0.7014925373134329,0.835820895522388,0.8308457711442786
keras,11,acc,0.7711442786069652,0.8656716417910447,0.8258706467661692
keras,12,acc,0.736318407960199,0.8507462686567164,0.845771144278607
keras,13,acc,0.7412935323383084,0.8706467661691543,0.845771144278607
keras,14,acc,0.7810945273631841,0.8905472636815921,0.8955223880597015
